Dates;FTSE;EuroStoxx50;SP500;Gold;French-2Y;French-5Y;French-10Y;French-30Y;US-2Y;US-5Y;US-10Y;US-30Y;Russel2000;EuroStox_Small;FTSE_Small;MSCI_EM;CRB
09/07/2013;6513.08;2664.136;1652.32;1249.4;103.813;147.882;170.717;212.873;125.407;149.395;145.032;146.502;1018.05;172.315;3941.92;912.711;470.31
10/07/2013;6504.96;2659.711;1652.62;1257.55;103.783;147.705;170.663;212.339;125.388;149.635;144.37;145.226;1020.42;172.288;3948.76;915.631;471.81
11/07/2013;6543.41;2681.32;1675.02;1280.55;103.733;147.66;170.895;212.925;125.464;150.086;145.743;147.034;1033.18;173.351;3963.87;942.877;471.81
12/07/2013;6544.94;2674.867;1680.19;1279.94;103.733;147.838;171.591;213.924;125.445;149.828;145.375;146.369;1036.52;172.574;3979.12;945.356;469.67
15/07/2013;6586.11;2686.69;1682.5;1284.97;103.703;147.675;171.216;213.063;125.464;150.133;146.013;147.433;1043.3;173.399;3990.89;952.231;467.99
16/07/2013;6556.35;2665.61;1676.26;1291.78;103.733;147.808;171.376;212.787;125.483;150.297;146.282;148.151;1038.75;172.688;3984.04;953.022;468.64
17/07/2013;6571.93;2681.878;1680.91;1283.3;103.713;147.837;171.323;212.321;125.54;150.673;146.846;148.55;1042.53;173.16;3988.53;959.367;468.31
18/07/2013;6634.36;2717.994;1689.37;1285.69;103.743;148.103;171.733;212.169;125.521;150.532;146.258;146.795;1050.27;176.603;4011.74;957.437;470.1
19/07/2013;6630.67;2716.175;1692.09;1294.81;103.723;148.148;171.537;211.098;125.521;150.767;146.846;148.55;1050.48;175.907;4005.42;950.467;470.77
22/07/2013;6623.17;2725.396;1695.53;1327.78;103.663;148.059;171.394;211.132;125.502;150.767;146.895;149.002;1053.41;176.394;4006.21;954.005;471.8
23/07/2013;6597.44;2722.896;1692.39;1334.53;103.583;147.911;171.073;211.395;125.483;150.649;146.527;147.991;1052.2;176.358;4019.65;969.039;470.1
24/07/2013;6620.43;2752.252;1685.94;1332.65;103.502;147.601;170.342;210.357;125.445;150.203;145.595;146.289;1043.83;177.626;4024.58;966.497;470.36
25/07/2013;6587.95;2740.286;1690.25;1326.28;103.502;147.571;170.163;210.288;125.464;150.086;145.35;145.97;1054.18;177.59;4023.75;962.358;470.19
26/07/2013;6554.79;2741.956;1691.65;1318.27;103.512;147.541;170.163;210.064;125.502;150.508;145.988;147.326;1048.51;176.889;4031.05;961.53;468.32
29/07/2013;6560.25;2741.73;1685.33;1329.68;103.512;147.497;170.235;210.012;125.502;150.391;145.62;146.183;1040.66;176.811;4037.02;953.859;467.24
30/07/2013;6570.95;2759.208;1685.96;1325.03;103.522;147.512;170.413;209.995;125.502;150.32;145.424;145.757;1043.51;177.393;4046.73;953.649;466.48
31/07/2013;6621.06;2768.145;1685.72;1309.66;103.532;147.674;170.645;211.063;125.502;150.25;145.546;146.502;1045.26;177.635;4056.62;947.553;467.95
01/08/2013;6681.98;2808.642;1706.87;1314.44;103.542;147.763;171.055;212.39;125.443;149.474;143.879;143.017;1059.88;180.249;4082.64;954.149;468.27
02/08/2013;6647.87;2810.997;1709.67;1313.35;103.522;147.689;171.108;212.683;125.541;150.485;145.448;145.305;1059.86;180.198;4094.35;955.353;466.83
05/08/2013;6619.58;2809.076;1707.14;1298.93;103.472;147.423;170.627;211.752;125.541;150.273;144.958;144.108;1063.01;180.865;4095.71;956.397;467.75
06/08/2013;6604.21;2790.776;1697.37;1286.68;103.472;147.319;170.359;211.028;125.528;150.273;144.933;144.108;1052.14;180.369;4081.88;946.303;466.91
07/08/2013;6511.21;2794.437;1690.91;1285.44;103.472;147.393;170.591;211.614;125.528;150.414;145.472;145.411;1044.34;179.873;4067.28;937.864;467.46
08/08/2013;6529.68;2816.883;1697.48;1308.91;103.472;147.482;170.751;212.131;125.541;150.508;145.767;145.81;1049.47;182.221;4079.42;946.395;468
09/08/2013;6583.39;2825.617;1691.42;1311.1;103.462;147.497;170.734;212.2;125.553;150.508;145.84;145.889;1048.4;183.314;4097.65;951.366;469.11
12/08/2013;6574.34;2827.15;1689.47;1341.37;103.462;147.467;170.698;211.924;125.553;150.391;145.497;145.091;1053.67;184.264;4121.83;957.819;472.67
13/08/2013;6611.94;2841.611;1694.16;1326.66;103.382;146.95;169.324;209.063;125.475;149.639;144.05;142.644;1051.99;185.445;4134.26;965.943;472.42
14/08/2013;6587.43;2852.077;1685.39;1332.46;103.352;147.009;169.253;208.77;125.494;149.709;144.099;142.698;1047.8;186.625;4140.12;967.916;471.68
15/08/2013;6483.34;2835.856;1661.32;1329.41;103.322;146.668;168.29;207.15;125.475;149.38;143.549;141.648;1027.61;185.396;4084.9;960.483;473.06
16/08/2013;6499.99;2854.273;1655.83;1368.03;103.342;146.787;168.468;206.909;125.455;149.028;142.746;140.233;1024.3;186.54;4103.04;958.108;472.34
19/08/2013;6465.73;2823.353;1646.06;1366.85;103.301;146.461;167.826;206.168;125.435;148.675;141.92;138.91;1013.25;185.175;4119.59;944.885;474.66
20/08/2013;6453.46;2787.979;1652.35;1373.72;103.312;146.58;168.272;207.133;125.455;149.169;142.814;140.142;1028.57;183.036;4076.4;932.147;471.32
21/08/2013;6390.84;2774.58;1642.8;1369.05;103.291;146.432;167.915;206.202;125.435;148.722;142.31;139.412;1021.58;182.567;4088.98;924.189;471.7
22/08/2013;6446.87;2812.316;1656.96;1376.51;103.261;146.151;167.273;205.03;125.337;148.158;141.759;139.343;1036.2;185.189;4108.48;922.279;470.58
23/08/2013;6492.1;2826.046;1663.5;1396.31;103.211;145.988;167.183;205.289;125.376;148.511;142.746;141.511;1038.24;185.71;4127.19;932.759;472.35
26/08/2013;6492.1;2821.449;1656.78;1396.31;103.231;146.106;167.433;206.133;125.396;148.722;142.906;141.876;1038.47;184.36;4127.19;932.78;474.84
27/08/2013;6440.97;2749.27;1630.48;1418;103.281;146.21;167.772;206.53;125.435;149.239;143.984;144.021;1013.49;180.17;4109.74;915.444;472.3
28/08/2013;6430.06;2742.613;1634.96;1417.55;103.241;146.284;167.594;205.702;125.356;148.839;143.227;142.606;1016.5;179.607;4095.58;909.814;474.5
29/08/2013;6483.05;2758.313;1638.17;1407.14;103.271;146.446;167.611;204.806;125.376;149.027;143.617;143.975;1026.94;180.857;4103.79;920.838;472.67
30/08/2013;6412.93;2721.368;1632.97;1397.63;103.281;146.446;167.433;204.358;125.396;148.957;143.64;144.682;1010.9;179.055;4098.39;929.536;472.96
02/09/2013;6506.19;2774.089;1632.97;1393.3;103.251;146.18;166.951;203.393;125.396;148.957;143.64;144.682;1010.9;181.688;4123.04;938.292;472.96
03/09/2013;6468.41;2753.349;1639.77;1402.23;103.251;146.032;166.737;202.79;125.435;148.417;142.378;142.058;1016.26;181.309;4133.63;933.937;472.46
04/09/2013;6474.74;2758.29;1653.08;1391.28;103.241;146.017;166.666;202.583;125.317;147.949;141.805;141.533;1025.58;181.617;4122.31;937.787;472.5
05/09/2013;6532.44;2774.203;1655.08;1369.66;103.161;145.396;165.328;200.911;125.199;147.294;140.91;139.366;1028.69;183.172;4134.76;947.674;471.11
06/09/2013;6547.33;2803.418;1655.17;1387.18;103.211;145.84;166.041;202.359;125.317;147.762;141.139;139.548;1029.55;183.709;4140.26;955.729;472.57
09/09/2013;6530.74;2798.305;1671.71;1388.38;103.221;145.81;165.97;201.239;125.376;148.206;141.667;140.392;1046.08;184.118;4151.89;973.79;469.97
10/09/2013;6583.99;2851.395;1683.99;1362.52;103.201;145.485;165.132;199.102;125.297;147.808;141.048;139.229;1055.72;186.669;4223.9;991.363;470.53
11/09/2013;6588.43;2863.441;1689.13;1363.01;103.211;145.736;165.631;199.739;125.356;148.182;141.529;139.959;1055.34;187.423;4216.57;991.94;471.63
12/09/2013;6588.98;2862.07;1683.42;1331.15;103.241;145.973;166.237;200.463;125.376;148.182;141.667;140.324;1048.48;187.652;4186.56;990.411;473.08
13/09/2013;6583.8;2867.106;1687.99;1316.9;103.231;146.032;166.344;200.876;125.381;148.206;141.827;140.301;1053.98;187.72;4197.82;986.843;470.6
16/09/2013;6622.86;2894.637;1697.6;1317.63;103.251;146.372;167.165;202.203;125.474;148.697;142.102;139.685;1056.25;189.225;4245.91;1001.761;470.47
17/09/2013;6570.17;2890.95;1704.76;1311.39;103.241;146.416;167.147;202.1;125.532;148.884;142.355;140.46;1066.39;188.651;4241.33;1002.442;469.88
18/09/2013;6558.82;2908.916;1725.52;1299.09;103.231;146.312;166.915;201.876;125.63;150.1;144.189;142.674;1076.97;189.077;4244.26;1000.985;469.79
19/09/2013;6625.39;2936.202;1722.34;1371.61;103.281;146.859;168.128;202.858;125.63;149.796;143.662;141.35;1075.27;190.133;4277.45;1022.538;471.14
20/09/2013;6596.43;2927.191;1709.91;1337.97;103.271;146.741;167.628;201.324;125.63;149.842;143.868;142.491;1072.83;189.84;4279.36;1013.165;470.93
23/09/2013;6557.37;2906.355;1701.84;1327.94;103.281;146.918;167.932;202.169;125.63;149.936;144.097;142.97;1072.13;188.871;4242.34;1016.296;469.67
24/09/2013;6571.46;2922.931;1697.42;1316.85;103.301;147.244;168.841;203.943;125.65;150.263;144.877;144.796;1074.68;189.355;4277.21;1010.557;469.45
25/09/2013;6551.53;2927.347;1692.77;1336.64;103.26;147.229;169.162;205.098;125.65;150.497;145.336;145.389;1073.51;189.432;4272.85;1007.548;468.89
26/09/2013;6565.59;2922.986;1698.67;1325.3;103.26;147.199;169.055;205.546;125.65;150.357;144.992;144.316;1078.41;189.229;4259.58;1003.003;470.57
27/09/2013;6512.66;2919.342;1691.75;1339.77;103.27;147.317;169.269;205.994;125.67;150.59;145.29;144.522;1074.19;188.815;4229.01;999.881;470.61
30/09/2013;6462.22;2893.147;1681.55;1330.84;103.28;147.465;169.555;206.683;125.67;150.637;145.313;144.339;1073.79;187.828;4204.13;987.458;467.57
01/10/2013;6460.01;2933.017;1695;1290.24;103.27;147.45;169.537;206.838;125.65;150.403;144.946;143.518;1087.43;189.802;4217.02;996.344;467.99
02/10/2013;6437.5;2918.314;1693.87;1318.4;103.26;147.465;169.465;206.217;125.689;150.615;145.198;143.814;1082.55;189.959;4198.39;997.852;466.77
03/10/2013;6449.04;2902.119;1678.66;1315.18;103.25;147.271;169.091;204.942;125.709;150.803;145.427;143.86;1070.9;190.183;4182.42;1005.251;466.86
04/10/2013;6453.88;2928.314;1690.5;1311.09;103.23;147.182;168.948;204.511;125.669;150.497;144.923;143.335;1078.25;191.995;4206.22;1007.92;467.06
07/10/2013;6437.28;2923.04;1676.12;1324.09;103.24;147.316;169.305;204.994;125.63;150.521;145.106;143.997;1065.79;191.622;4195.3;1004.661;465.16
08/10/2013;6365.83;2903.349;1655.45;1327.15;103.23;147.182;169.34;205.356;125.532;150.403;145.083;144.156;1047.26;191.644;4180.78;1008.885;464.57
09/10/2013;6337.91;2904.731;1656.4;1301.99;103.22;147.182;169.162;205.924;125.591;150.45;144.877;143.403;1043.46;191.439;4172.9;1005.69;464.38
10/10/2013;6430.49;2969.409;1692.56;1300.58;103.21;147.033;168.627;205.131;125.61;150.332;144.464;142.97;1069.5;193.647;4222;1014.054;465.36
11/10/2013;6487.19;2974.276;1703.2;1268.29;103.21;147.152;168.662;205.321;125.65;150.45;144.51;143.129;1084.31;194.176;4247.59;1023.209;465.49
14/10/2013;6507.65;2977.689;1710.14;1280.8;103.21;147.256;168.769;205.459;125.571;150.191;144.028;141.989;1090.3;194.372;4247.46;1022.654;466.08
15/10/2013;6549.11;3004.562;1698.06;1270.15;103.15;147.047;168.305;204.408;125.61;150.332;144.028;142.08;1079.62;195.976;4280.42;1029.854;466.35
16/10/2013;6571.59;3015.404;1721.54;1271.55;103.12;146.943;168.056;204.063;125.669;150.591;144.647;143.403;1092.42;196.636;4271.95;1031.272;466.66
17/10/2013;6576.16;3010.393;1733.15;1319.54;103.16;147.241;168.698;205.131;125.708;151.109;145.702;145.16;1102.27;196.084;4282.4;1033.971;459.38
18/10/2013;6622.58;3033.313;1744.5;1316.31;103.18;147.465;169.197;205.821;125.708;151.015;145.679;145.274;1114.77;198.045;4316.56;1042.057;459.55
21/10/2013;6654.2;3028.654;1744.66;1316.12;103.18;147.42;169.161;205.993;125.708;150.85;145.427;144.498;1112.48;199.423;4333.43;1042.66;457.72
22/10/2013;6695.66;3045.772;1754.67;1342.46;103.2;147.718;169.928;207.94;125.748;151.392;146.643;146.415;1115.63;199.814;4358.76;1044.66;457.94
23/10/2013;6674.48;3017.158;1746.38;1334.69;103.19;148.031;170.588;209.232;125.728;151.462;146.987;147.168;1110.93;197.487;4347.66;1033.472;458.16
24/10/2013;6713.18;3038.96;1752.07;1347.45;103.17;147.956;170.624;209.267;125.728;151.25;146.528;146.346;1118.85;198.408;4342.59;1030.815;457.83
25/10/2013;6721.34;3034.496;1759.77;1346.69;103.16;147.882;170.659;209.697;125.748;151.438;146.757;146.848;1118.34;197.511;4366.19;1027.268;457.44
28/10/2013;6725.82;3022.039;1762.11;1353.59;103.13;147.882;170.677;210.025;125.728;151.415;146.642;146.597;1117.97;197.018;4360.87;1034.376;457.24
29/10/2013;6774.73;3050.639;1771.95;1346.19;103.139;148.061;171.105;210.438;125.728;151.509;146.711;146.118;1121.07;198.28;4370.65;1036.763;457.48
30/10/2013;6777.7;3040.691;1763.31;1355.13;103.149;148.353;171.599;211.231;125.748;151.391;146.459;145.799;1105.5;198.062;4385.58;1042.751;458.5
31/10/2013;6731.43;3067.947;1756.54;1323.61;103.199;148.746;172;211.782;125.748;151.32;146.252;145.844;1100.15;198.781;4362.44;1034.42;457.26
01/11/2013;6734.74;3052.139;1761.64;1309.9;103.24;149.059;172.106;211.381;125.748;150.894;145.289;144.156;1095.67;198.49;4362.5;1027.869;457.13
04/11/2013;6763.62;3061.179;1767.93;1318.56;103.219;148.87;172.193;211.653;125.767;151.059;145.518;144.293;1108.28;199.106;4374.64;1027.063;456.72
05/11/2013;6746.84;3035.924;1762.97;1309.84;103.179;148.323;171.205;209.755;125.767;150.846;144.761;142.558;1103.59;198.332;4364.43;1016.296;455.05
06/11/2013;6741.69;3056.404;1770.49;1316.51;103.169;148.332;171.117;208.697;125.787;151.178;145.036;142.262;1098.63;200.059;4373.84;1016.186;455.2
07/11/2013;6697.22;3042.983;1747.15;1311.05;103.25;149.029;171.973;209.5;125.806;151.32;145.38;143.334;1079.09;199.317;4372.59;1010.189;455.8
08/11/2013;6708.42;3034.908;1770.61;1285.35;103.229;148.578;171.172;207.991;125.747;150.609;143.752;140.482;1099.97;198.194;4350.93;995.303;458.19
11/11/2013;6728.37;3052.831;1771.89;1282.6;103.229;148.652;171.229;208.449;125.728;150.538;143.637;140.254;1101.5;199.356;4371.51;992.986;457.5
12/11/2013;6726.79;3034.681;1767.69;1275.15;103.209;148.445;170.694;206.49;125.708;150.348;143.454;140.094;1101.47;198.819;4374.64;991.452;457.05
13/11/2013;6630;3021.174;1782;1275.44;103.229;148.721;171.449;208.294;125.747;150.727;143.981;140.756;1112.18;197.131;4317.07;979.879;457.17
14/11/2013;6666.13;3053.694;1790.62;1289.99;103.209;148.925;172.019;210.012;125.806;151.154;144.532;141.509;1111.44;198.108;4357.26;991.773;456.8
15/11/2013;6693.44;3054.526;1798.18;1287.74;103.209;148.81;171.75;209.765;125.806;151.083;144.464;141.531;1116.2;198.278;4360.56;1005.172;458.63
18/11/2013;6723.46;3081.296;1791.53;1280.17;103.209;148.905;172.001;210.363;125.826;151.296;144.824;142.401;1107.29;199.483;4360.31;1025.3;457.44
19/11/2013;6698.01;3049.166;1787.87;1274.94;103.169;148.749;171.586;209.228;125.806;151.012;144.396;141.419;1101.38;197.97;4344.35;1024.534;457.98
20/11/2013;6681.08;3047.32;1781.37;1263.75;103.199;148.954;171.662;208.974;125.845;150.988;143.407;138.92;1099.79;196.721;4329.31;1019.568;459.12
21/11/2013;6681.33;3044.336;1795.85;1241.94;103.199;148.925;171.272;208.833;125.865;150.988;143.497;139.433;1119.62;196.543;4308.34;1004.241;459.72
22/11/2013;6674.3;3055.979;1804.76;1245.4;103.169;148.796;171.321;209.472;125.826;151.035;143.879;140.527;1124.92;197.128;4315.7;1009.169;460.36
25/11/2013;6694.62;3072.75;1802.48;1239.9;103.189;148.896;171.655;209.827;125.806;151.13;144.036;140.66;1124.73;198.185;4323.02;1010.63;462.11
26/11/2013;6636.22;3062.618;1802.75;1244.05;103.179;149.008;171.971;210.365;125.826;151.414;144.599;141.91;1134.53;197.585;4325.08;1005.404;462.84
27/11/2013;6649.47;3082.652;1807.23;1242.94;103.169;148.972;171.867;210.16;125.845;151.201;144.104;141.218;1141.33;199.213;4332.02;1008.806;462.2
28/11/2013;6654.47;3092.417;1807.23;1244.5;103.159;148.953;172.026;209.977;125.845;151.201;144.104;141.218;1141.33;200.011;4333.78;1012.024;462.2
29/11/2013;6650.57;3086.643;1805.81;1253.35;103.159;148.968;172.12;210.902;125.845;151.059;143.856;140.861;1142.89;200.103;4332.3;1018.284;463.15
02/12/2013;6595.33;3077.233;1800.9;1227.74;103.159;148.896;172.091;210.859;125.825;150.75;143.294;140.036;1129.12;199.802;4324.23;1013.443;462.64
03/12/2013;6532.43;3013.882;1795.15;1223.6;103.149;148.992;172.522;211.8;125.845;150.987;143.609;140.615;1123.78;196.427;4310.13;1002.715;461.84
04/12/2013;6509.97;2991.762;1792.81;1226.74;103.109;148.638;171.737;210.447;125.825;150.607;142.799;138.92;1121.38;195.672;4314.55;995.747;462.25
05/12/2013;6498.33;2953.168;1785.03;1228.15;103.079;148.239;170.902;208.886;125.806;150.37;142.529;138.697;1122.47;194.248;4301.4;998.454;461.66
06/12/2013;6551.99;2979.938;1805.09;1235.55;103.049;148.227;170.895;209.784;125.786;150.18;142.304;138.697;1131.38;195.134;4328.29;1002.196;460.98
09/12/2013;6559.48;2988.668;1808.36;1236.1;103.019;148.251;171.048;209.751;125.786;150.227;142.597;139.299;1129.84;196.662;4343.04;1012.761;460.95
10/12/2013;6523.31;2960.859;1802.62;1261.65;103.019;148.298;171.232;210.363;125.786;150.56;143.361;140.794;1119.69;196.567;4342.48;1012.318;464.04
11/12/2013;6507.72;2947.308;1782.22;1257.07;102.958;148.337;171.229;210.688;125.786;150.275;142.754;139.522;1101.5;195.873;4342.35;1002.547;465.67
12/12/2013;6445.25;2928.123;1775.5;1230;102.948;148.125;170.745;210.352;125.727;149.942;142.349;139.12;1103.27;193.991;4320.54;991.524;463.34
13/12/2013;6439.96;2921.923;1775.32;1236;102.938;148.173;171.122;211.334;125.746;149.966;142.462;139.656;1107.05;193.031;4329.5;990.484;463.34
16/12/2013;6522.2;2978.77;1786.54;1242.47;102.898;148.049;171.006;211.074;125.746;149.989;142.349;139.143;1119.85;194.627;4334.96;990.404;462.09
17/12/2013;6486.19;2941.762;1781;1229.8;102.878;148.107;170.946;210.874;125.746;150.227;142.776;139.723;1118.89;193.972;4332.26;990.493;460.51
18/12/2013;6492.08;2975.09;1810.65;1231.32;102.888;148.089;170.814;210.964;125.746;150.084;142.259;138.607;1133.72;195.578;4356.52;992.704;459.31
19/12/2013;6584.7;3031.048;1809.6;1195.57;102.908;148;170.275;210.288;125.707;149.467;141.765;139.031;1125.45;198.81;4378.17;990.646;453.63
20/12/2013;6606.58;3049.346;1818.32;1205.47;102.918;147.894;170.553;210.195;125.687;149.253;142.259;140.905;1146.47;199.761;4379.27;988.256;454.22
23/12/2013;6678.61;3070.907;1827.99;1201.55;102.928;147.839;170.2;209.55;125.668;149.111;141.719;140.414;1157.22;201.417;4387.56;992.686;455.32
24/12/2013;6694.17;3072.876;1833.32;1201.68;102.928;147.836;170.24;209.127;125.628;148.754;141.067;139.031;1161.8;201.523;4404.3;995.353;455.54
25/12/2013;6694.17;3072.876;1833.32;1201.68;102.928;147.836;170.24;209.127;125.628;148.754;141.067;139.031;1161.8;201.523;4404.3;994.874;455.54
26/12/2013;6694.17;3072.876;1842.02;1212.96;102.928;147.836;170.24;209.127;125.628;148.73;140.977;138.495;1162.65;201.523;4404.3;993.182;455.54
27/12/2013;6750.87;3111.369;1841.4;1216.15;102.908;147.341;169;207.059;125.648;148.707;140.797;137.937;1161.09;203.393;4431.71;997.563;456.62
30/12/2013;6731.27;3100.933;1841.07;1205.99;102.948;147.418;169.056;206.95;125.668;148.92;141.157;138.919;1160.59;203.204;4437.13;1001.901;455.72
31/12/2013;6749.09;3109;1848.36;1207.85;102.958;147.418;169.007;206.95;125.668;148.754;140.797;138.004;1163.64;203.398;4431.11;1002.693;456.36
01/01/2014;6749.09;3109;1848.36;1207.85;102.958;147.418;169.007;206.95;125.668;148.754;140.797;138.004;1163.64;203.398;4431.11;1002.662;456.36
02/01/2014;6717.91;3059.934;1831.98;1224.23;102.918;147.514;169.179;206.895;125.668;148.895;141.045;138.562;1150.72;202.288;4449.09;990.788;455.35
03/01/2014;6730.67;3074.431;1831.37;1236.6;102.928;147.701;169.334;206.352;125.648;148.825;140.932;138.25;1156.09;204.374;4459.97;979.487;455.69
06/01/2014;6730.73;3069.163;1826.77;1241.88;102.918;147.77;169.7;206.936;125.628;149.06;141.337;139.097;1147.16;204.526;4467.07;972.42;456.76
07/01/2014;6755.45;3110.964;1837.88;1227.05;102.908;147.825;170.117;207.627;125.648;149.201;141.629;139.477;1157.63;206.821;4486.28;971.483;456.63
08/01/2014;6721.78;3110.664;1837.49;1223.09;102.858;147.721;169.961;207.46;125.549;148.566;140.955;138.919;1157.46;207.722;4478;973.173;455.47
09/01/2014;6691.34;3090.255;1838.13;1226.72;102.878;147.513;169.177;205.679;125.569;148.707;141.292;139.677;1158.35;208.114;4477.24;963.111;455.15
10/01/2014;6739.94;3104.153;1842.37;1246.4;102.878;147.853;169.851;206.687;125.687;149.553;142.573;141.641;1164.53;209.211;4512.98;970.15;454.36
13/01/2014;6757.15;3111.943;1819.2;1250.6;102.888;148.011;170.361;207.609;125.746;149.812;143.001;142.355;1148.09;210.528;4539.56;977.425;456.52
14/01/2014;6766.86;3119.533;1838.88;1251.49;102.848;148.063;170.552;208.609;125.687;149.389;142.461;141.529;1163.43;210.128;4523.8;975.282;457.59
15/01/2014;6819.86;3168.76;1848.38;1240.43;102.838;147.872;170.361;208.321;125.667;149.224;142.281;141.373;1171.35;212.841;4553.23;977.8;459.65
16/01/2014;6815.42;3150.202;1845.89;1241.8;102.828;148.118;170.778;209.105;125.667;149.435;142.753;142.221;1173.13;212.102;4532.88;974.575;459.29
17/01/2014;6829.3;3154.097;1838.7;1252.39;102.848;148.409;171.474;210.47;125.687;149.529;142.978;142.622;1168.43;212.486;4538.66;972.195;458.3
20/01/2014;6836.73;3153.172;1838.7;1256.85;102.848;148.576;171.805;211.142;125.687;149.529;142.978;142.622;1168.43;211.487;4553.15;970.752;458.3
21/01/2014;6834.26;3153.076;1843.8;1241.44;102.818;148.537;171.492;210.745;125.687;149.459;143.023;143.091;1175.72;210.932;4562.42;970.679;459.24
22/01/2014;6826.33;3151.274;1844.86;1241.21;102.778;148.416;171.015;209.918;125.628;149.059;142.573;142.555;1181.29;209.89;4561.51;976.402;459.95
23/01/2014;6773.28;3117.082;1828.46;1259.7;102.788;148.456;171.352;210.921;125.726;149.788;143.63;144.541;1172.4;209.047;4525.43;963.911;459.09
24/01/2014;6663.74;3028.203;1790.29;1267.13;102.827;148.702;171.949;212.522;125.766;149.976;144.102;145.344;1144.13;204.707;4485.01;949.831;458.12
27/01/2014;6550.66;3014.624;1781.56;1261.38;102.817;148.783;172.146;213.272;125.766;149.811;143.72;144.586;1127.73;202.452;4414.34;931.639;456.48
28/01/2014;6572.33;3038.599;1792.5;1253.03;102.797;148.833;172.153;213.294;125.766;150.046;143.945;144.786;1138.24;204.959;4435.13;934.092;456.83
29/01/2014;6544.28;3011.451;1774.2;1264.78;102.797;148.982;172.463;213.613;125.825;150.493;144.844;146.125;1122.45;204.584;4465.05;936.667;456.45
30/01/2014;6538.45;3027.298;1794.19;1241.22;102.857;149.291;173.18;214.536;125.825;150.352;144.597;145.768;1139.36;204.627;4469.88;936.373;457.34
31/01/2014;6510.44;3013.963;1782.59;1242.68;102.867;149.753;174.241;216.621;125.864;150.54;144.957;146.125;1130.88;203.844;4469.01;936.527;457.98
03/02/2014;6465.66;2963.962;1741.89;1263.9;102.838;149.785;174.485;216.964;125.942;151.01;145.901;148.156;1094.58;201.44;4448.32;926.74;458.13
04/02/2014;6449.27;2962.489;1755.2;1251.15;102.808;149.739;174.375;216.656;125.942;150.893;145.474;146.839;1102.84;202.782;4428;917.735;459.27
05/02/2014;6457.89;2962.514;1751.64;1260.82;102.779;149.733;174.485;216.415;125.923;150.681;144.934;145.3;1093.59;203.112;4434.15;916.562;460.13
06/02/2014;6558.28;3010.789;1773.43;1256.03;102.71;149.22;173.545;214.195;125.903;150.493;144.507;144.697;1103.93;207.43;4464.72;929.805;460.39
07/02/2014;6571.68;3038.49;1797.02;1262.93;102.739;149.575;174.095;215.332;125.962;150.893;144.844;144.965;1116.55;208.013;4481.9;937.298;459.87
10/02/2014;6591.55;3032.525;1799.84;1274.97;102.739;149.459;173.719;214.004;125.942;150.798;144.799;145.032;1118.73;208.427;4489.22;935.502;458.49
11/02/2014;6672.66;3077.083;1819.75;1289.84;102.69;149.365;173.615;213.63;125.903;150.422;144.304;144.563;1129.16;210.474;4511.45;944.751;459.52
12/02/2014;6675.03;3094.89;1819.26;1293.05;102.68;149.155;173.232;212.882;125.864;150.139;143.764;143.514;1132.54;212.048;4529.41;953.296;459.69
13/02/2014;6659.42;3097.953;1829.83;1297.43;102.699;149.447;173.607;213.588;125.942;150.563;144.461;144.474;1147.79;212.166;4520.06;945.834;460.91
14/02/2014;6663.62;3119.055;1838.63;1316.68;102.68;149.301;173.562;213.424;125.923;150.422;144.304;144.228;1149.21;213.784;4549.12;957.31;462.56
17/02/2014;6736;3118.913;1838.63;1328;102.68;149.399;173.486;212.926;125.923;150.422;144.304;144.228;1149.21;215.108;4538.49;964.29;462.56
18/02/2014;6796.43;3117.435;1840.76;1322.32;102.69;149.568;173.827;213.521;125.962;150.751;144.755;144.799;1161.48;214.748;4565.52;958.871;465.5
19/02/2014;6796.71;3120.8;1828.75;1320.25;102.68;149.667;173.914;213.691;125.922;150.539;144.462;144.046;1149.07;214.878;4569.23;959.088;466.56
20/02/2014;6812.99;3121.589;1839.78;1315.32;102.699;149.389;173.318;212.523;125.922;150.304;144.214;143.543;1162.12;214.665;4576.48;950.617;467.76
21/02/2014;6838.06;3131.673;1836.25;1319.93;102.65;149.652;173.798;213.639;125.922;150.374;144.461;144.342;1164.63;215.94;4594.04;959.255;467.54
24/02/2014;6865.86;3157.314;1847.61;1338.43;102.63;149.478;173.631;213.219;125.903;150.257;144.259;143.931;1174.55;216.882;4598.23;958.422;470.7
25/02/2014;6830.5;3157.477;1845.12;1340.95;102.67;149.637;174.164;214.587;125.922;150.539;144.867;145.279;1173.95;217.795;4608.19;955.544;470.93
26/02/2014;6799.15;3148.189;1845.16;1325.43;102.67;149.959;174.902;216.486;125.962;150.727;145.205;145.941;1181.72;217.609;4579.38;956.264;475.21
27/02/2014;6810.27;3134.937;1854.29;1333.93;102.689;150.275;175.863;218.585;125.962;150.868;145.611;146.992;1187.94;217.629;4573.02;963.227;475.63
28/02/2014;6809.7;3149.228;1859.45;1325.7;102.6;149.621;174.832;216.5;125.962;150.657;145.385;147.038;1183.03;219.534;4597.14;966.421;478.54
03/03/2014;6708.35;3053.993;1845.73;1353.99;102.679;149.917;175.633;218.402;126.021;151.033;146.061;148.043;1176.36;214.58;4525.57;950.684;480.53
04/03/2014;6823.77;3136.33;1873.91;1336.97;102.63;149.95;175.319;217.699;125.942;150.515;145.002;145.895;1208.65;219.297;4595.04;956.192;482.85
